NCT ID,Title,Phase,Drug Names,Modality,Target,Indication,Status,Sponsor,Start Date,Primary Completion,Milestone,Probability,Phase_Num,Modality_Code,ML_Prediction,Phase Weight
NCT02181478,Intra-Osseous Co-Transplant of UCB and hMSC,EARLY_PHASE1,"cyclophosphamide, fludarabine phosphate, cyclosporine, mycophenolate mofetil",Other,Unknown,Lymphoma,COMPLETED,Case Comprehensive Cancer Center,2015-07-22,2019-12-19,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01457885,Multi-center Study of Myeloablative Allo Stem Cell Transplant for Non-remission AML Using CloBu4 Regimen,PHASE2,Clofarabine/Busulfan x 4,Other,Unknown,Leukemia,COMPLETED,University of Michigan Rogel Cancer Center,2011-11,2014-11,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT04689815,Oral Arsenic Trioxide for NPM1-mutated AML,PHASE2,Oral Arsenic Trioxide Formulation,Other,Unknown,Other,UNKNOWN,The University of Hong Kong,2021-01-01,2023-12-31,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT01294735,Study of the Safety and Efficacy of MK-4827 Given With Temozolomide in Participants With Advanced Cancer (MK-4827-014 AM1),PHASE1,"MK-4827, Temozolomide",Other,Unknown,Solid Tumor,COMPLETED,Merck Sharp & Dohme LLC,2011-02,2012-04,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT04164017,Impact of Suction in the EUS-guided Fine Needle Biopsy of Solid Pancreatic Lesions,NA,,Other,Unknown,Other,UNKNOWN,"Centro Hospitalar De São João, E.P.E.",2019-06-01,2020-04-01,Long-term,0.05,,3,0.07471722255609645,1
NCT00210340,A Phase I Study of Intrathecal Rituximab in Patients With Lymphomatous Meningitis,PHASE1,intrathecal rituximab,Other,Unknown,Lymphoma,WITHDRAWN,International Extranodal Lymphoma Study Group (IELSG),,,Unknown,0.1,1.0,3,0.15123598159865156,1
NCT06400251,Testing Ipatasertib as Potentially Targeted Treatment in Cancers With AKT Genetic Changes (MATCH - Subprotocol Z1K),PHASE2,Ipatasertib,Other,Unknown,Lymphoma,ACTIVE_NOT_RECRUITING,National Cancer Institute (NCI),2019-08-08,2023-06-27,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT03468751,"Phase 1 Study of HLX10, a Monoclonal Antibody Targeting Programmed Death-1 (PD-1) in Patients With Advanced Solid Tumors",PHASE1,HLX10,Other,PD-1,Solid Tumor,UNKNOWN,"Henlix, Inc",2018-02-14,2020-06-30,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03087929,Follow-up Trial of Rituximab Interferon Transplant Trial: Study Drug-Rituximab and Alpha Interferon,,,Other,Unknown,Lymphoma,COMPLETED,Sunnybrook Health Sciences Centre,2013-09-20,2017-03-15,Long-term,0.1,,3,0.07471722255609645,1
NCT02824029,Ibrutinib in Treating Patients With Relapsed or Refractory Classical Hodgkin Lymphoma,PHASE2,Ibrutinib,Other,Unknown,Lymphoma,COMPLETED,Barbara Ann Karmanos Cancer Institute,2016-06,2023-05-12,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT03027102,Study of Allogeneic Double Negative T Cells (DNT-UHN-1) in Patients With High Risk Acute Myeloid Leukemia,PHASE1,,Other,Unknown,Leukemia,COMPLETED,"University Health Network, Toronto",2017-08-15,2024-12-10,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT02641002,A Study of CC-90002 in Subjects With Acute Myeloid Leukemia (AML) and High-risk Myelodysplastic Syndrome (MDS),PHASE1,CC-90002,Other,Unknown,Leukemia,TERMINATED,Celgene,2016-03-01,2018-07-18,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00101153,"Tipifarnib, Cytarabine, and Daunorubicin in Treating Older Patients With Acute Myeloid Leukemia",PHASE1,"cytarabine, daunorubicin hydrochloride, tipifarnib",Other,Unknown,Leukemia,COMPLETED,"University Health Network, Toronto",2007-04,2010-03,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT06475937,A Study of DM001 in Patients With Advanced Solid Tumors,PHASE1,DM001,CAR-T,Unknown,Solid Tumor,RECRUITING,"Xadcera Biopharmaceutical (Suzhou) Co., Ltd.",2024-10-24,2026-08-13,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT05087745,A Clinical Study on TIL for the Treatment of Advanced Solid Tumors,EARLY_PHASE1,,Other,Unknown,Solid Tumor,RECRUITING,Shanghai Juncell Therapeutics,2021-12-10,2024-12-10,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00013572,"HIV Candidate Vaccine, ALVAC-HIV-1, Administration in HIV-Negative Adults",PHASE1,,Other,Unknown,Other,UNKNOWN,Walter Reed Army Institute of Research (WRAIR),,,Unknown,0.1,1.0,3,0.15123598159865156,1
NCT05191472,Pembrolizumab for the Treatment of Relapsed or Refractory Multiple Myeloma After Anti-BCMA CAR-T Therapies,PHASE2,,CAR-T,BCMA,Multiple Myeloma,TERMINATED,"Alfred Chung, MD",2022-05-03,2023-12-31,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT00752895,American Ginseng Extract in Preventing Respiratory Infection and in Reducing Antibiotic Use in Patients With CLL,PHASE2,,Other,Unknown,Leukemia,COMPLETED,Wake Forest University Health Sciences,2008-09-01,2008-12-01,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT05801939,Cevostamab Following CAR T Cell Therapy for RRMM,PHASE2,Cevostamab,CAR-T,Unknown,Multiple Myeloma,ACTIVE_NOT_RECRUITING,University of Pennsylvania,2023-07-11,2027-05,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT03680677,Frailty Phenotype Assessments to Optimize Treatment Strategies for Older Patients With Hematologic Malignancies,,,Other,Unknown,Leukemia,RECRUITING,Abramson Cancer Center at Penn Medicine,2018-09-21,2026-06-22,Long-term,0.1,,3,0.07471722255609645,1
NCT02797977,A Phase 1/2 Trial SRA737 in Combination With Gemcitabine and Cisplatin or Gemcitabine Alone in Advanced Cancer Subjects,"PHASE1, PHASE2","SRA737, gemcitabine, cisplatin, SRA737, gemcitabine",Other,Unknown,Solid Tumor,COMPLETED,Sierra Oncology LLC - a GSK company,2016-07,2020-04-08,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT06874257,Targeting Acute Myeloid Leukemia Immunosuppressive Microenvironment by combinedIDO1 Inhibition and PD-1 Blockade,,,Other,PD-1,Leukemia,RECRUITING,IRCCS Azienda Ospedaliero-Universitaria di Bologna,2024-04-17,2025-10-31,Long-term,0.1,,3,0.07471722255609645,1
NCT01299701,"A Single Center Study to Characterize the Absorption, Distribution, Metabolism and Excretion (ADME) of ASA404 After a Single Infusion in Patients With Solid Tumors",PHASE1,ASA404,Other,Unknown,Solid Tumor,TERMINATED,Novartis Pharmaceuticals,2008-12,2009-07,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT02777736,CNS Prophylaxis in Diffuse Large B-cell Lymphoma,PHASE3,Methotrexate,Other,Unknown,Lymphoma,UNKNOWN,Czech Lymphoma Study Group,2015-07,2018-12,Long-term,0.6,3.0,3,0.600000000000001,5
NCT03601611,Checkpoint Inhibitor Induced Colitis and Arthritis -Immunomodulation With IL-6 Blockade and Exploration of Disease Mechanisms,NA,Tocilizumab (RoACTEMRA®),Other,Unknown,Solid Tumor,COMPLETED,Herlev Hospital,2019-01-01,2020-01-28,Long-term,0.05,,3,0.07471722255609645,1
NCT05963971,A Bilingual Virtually-based Intervention (PEDALL) for the Prevention of Weight Gain in Childhood ALL Patients Considering Key Genetic and Sociodemographic Risk Factors,NA,,Other,Unknown,Leukemia,RECRUITING,Columbia University,2024-03-19,2026-12-23,Long-term,0.05,,3,0.07471722255609645,1
NCT00458744,Talotrexin in Treating Young Patients With Recurrent Solid Tumors or Leukemia That is Recurrent or Does Not Respond to Treatment,PHASE1,talotrexin,Other,Unknown,Lymphoma,WITHDRAWN,Children's Oncology Group,2007-02,2008-07,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT04083599,GEN1042 Safety Trial and Anti-tumor Activity in Participants With Malignant Solid Tumors,"PHASE1, PHASE2","Pembrolizumab, Cisplatin, Carboplatin, 5-FU, Gemcitabine, Nab paclitaxel, Pemetrexed, Paclitaxel",CAR-T,Unknown,Solid Tumor,ACTIVE_NOT_RECRUITING,Genmab,2019-09-17,2025-12-30,Long-term,0.3,1.0,2,0.1626669915300076,3
NCT03755414,Study of Itacitinib for the Prophylaxis of Graft-Versus-Host Disease and Cytokine Release Syndrome After T-cell Replete Haploidentical Peripheral Blood Hematopoietic Cell Transplantation,PHASE1,Itacitinib,Other,Unknown,Lymphoma,COMPLETED,Washington University School of Medicine,2019-09-04,2024-04-26,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT06166706,Current Practice of Ventilation Strategies in Children Undergoing General Anesthesia,,,Other,Unknown,Other,RECRUITING,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),2024-01-29,2025-12-30,Long-term,0.1,,3,0.07471722255609645,1
NCT07407933,A Study of YL201 in Combination With Other Anti-Cancer Therapies in Patients With Advanced Solid Tumors,"PHASE1, PHASE2","YL201, Atezolizumab",CAR-T,Unknown,Solid Tumor,NOT_YET_RECRUITING,"MediLink Therapeutics (Suzhou) Co., Ltd.",2026-03,2028-11,Long-term,0.3,1.0,2,0.1626669915300076,3
NCT02100852,"TGR-1202, a PI3K Delta Inhibitor, in Combination With Obinutuzumab and Chlorambucil in Patients With Chronic Lymphocytic Leukemia (CLL)",PHASE1,TGR-1202 + Obinutuzumab + Chlorambucil,Other,Unknown,Leukemia,COMPLETED,"TG Therapeutics, Inc.",2014-03-12,2017-11,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT04578847,"A Study of REduction And DIscontinuation Treatment of TKI (Imatinib, Nilotinib, Dasatinib and Bosutinib)",PHASE2,"Imatinib, Nilotinib, Dasatinib, Bosutinib",Other,Unknown,Leukemia,UNKNOWN,"National Research Center for Hematology, Russia",2020-01-15,2025-01-15,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT04508647,Ublituximab Followed by Response-driven Addition of Umbralisib for Treatment-naive Follicular or Marginal Zone Lymphoma,PHASE2,"Ublituximab, Umbralisib",Other,Unknown,Lymphoma,COMPLETED,"University of Colorado, Denver",2020-11-23,2022-07-14,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT07131449,Serum Histone Succinylation as a Novel Prognostic Biomarker in Hematological Malignancies,,,Other,Unknown,Lymphoma,NOT_YET_RECRUITING,The First Affiliated Hospital of Xinxiang Medical College,2025-09-01,2027-12-31,Long-term,0.1,,3,0.07471722255609645,1
NCT00420043,Effect of Food on Bioavailability of Modified Release Formulations of Imatinib,PHASE1,imatinib,Other,Unknown,Other,COMPLETED,Novartis,2006-09,2006-11,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00002635,Aminocamptothecin in Treating Patients With T-cell Lymphoma,PHASE2,aminocamptothecin,Other,Unknown,Lymphoma,COMPLETED,Yale University,1995-05,2000-04,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT02203825,Safety Study of Chimeric Antigen Receptor Modified T-cells Targeting NKG2D-Ligands,PHASE1,,Other,Unknown,Leukemia,COMPLETED,Celyad Oncology SA,2015-03,2018-03,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03166176,Phase II Trial of Vistusertib（AZD2014） Single Agent in TSC1or 2 Null or TSC 1/2 Mutation Solid Cancer Patients Refractory to Standard Chemotherapy,PHASE2,Vistusertib(AZD2014),Other,Unknown,Solid Tumor,WITHDRAWN,Samsung Medical Center,2018-03,2018-07-31,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00742625,"Bortezomib, Daunorubicin, and Cytarabine in Treating Older Patients With Previously Untreated Acute Myeloid Leukemia","PHASE1, PHASE2","daunorubicin hydrochloride, cytarabine, bortezomib",Other,Unknown,Leukemia,COMPLETED,National Cancer Institute (NCI),2008-09,2010-07,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT02592876,Treatment Study of Denintuzumab Mafodotin (SGN-CD19A) Plus RICE Versus RICE Alone for Diffuse Large B-Cell Lymphoma,PHASE2,"denintuzumab mafodotin, rituximab, ifosfamide, carboplatin, etoposide",CAR-T,CD19,Lymphoma,TERMINATED,Seagen Inc.,2015-10,2018-04-20,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT01979536,Brentuximab Vedotin or Crizotinib and Combination Chemotherapy in Treating Patients With Newly Diagnosed Stage II-IV Anaplastic Large Cell Lymphoma,PHASE2,"Brentuximab Vedotin, Crizotinib, Cyclophosphamide, Cytarabine, Dexamethasone, Doxorubicin Hydrochloride, Etoposide, Ifosfamide, Methotrexate",Other,Unknown,Lymphoma,COMPLETED,National Cancer Institute (NCI),2013-11-13,2021-03-31,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT04526834,Phase 1 Study of Autologous CD30.CAR-T in Relapsed or Refractory CD30 Positive Non-Hodgkin Lymphoma,PHASE1,CD30.CAR-T,CAR-T,CD30,Lymphoma,ACTIVE_NOT_RECRUITING,Tessa Therapeutics,2021-09-08,2022-11-22,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT05503134,"Safety and Efficacy of Expanded, Universal Donor Natural Killer Cells for Relapsed/Refractory AML","PHASE1, PHASE2",,Other,Unknown,Leukemia,RECRUITING,Nationwide Children's Hospital,2022-02-14,2027-02,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT04282187,"Decitabine With Ruxolitinib, Fedratinib or Pacritinib for the Treatment of Accelerated/Blast Phase Myeloproliferative Neoplasms",PHASE2,"Decitabine, Ruxolitinib, Fedratinib, Pacritinib",Other,Unknown,Leukemia,RECRUITING,University of Washington,2020-03-24,2026-11-11,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00003993,Bryostatin 1 and Interleukin-2 in Treating Patients With Refractory Solid Tumors or Lymphoma,PHASE1,bryostatin 1,Other,Unknown,Lymphoma,COMPLETED,National Institute on Aging (NIA),1999-09,2008-07,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00002514,Stem Cell Transplantation Compared With Standard Chemotherapy in Treating Patients With Acute Lymphoblastic Leukemia in First Remission,PHASE3,"asparaginase, cyclophosphamide, cytarabine, daunorubicin hydrochloride, dexamethasone, etoposide, imatinib mesylate, leucovorin calcium, mercaptopurine, methotrexate, prednisone, thioguanine, vincristine sulfate",Other,Unknown,Leukemia,COMPLETED,Eastern Cooperative Oncology Group,1993-05-07,2006-12,Long-term,0.6,3.0,3,0.600000000000001,5
NCT00514306,Study of Intermittent OSI-906 Dosing,PHASE1,OSI-906,Other,Unknown,Solid Tumor,COMPLETED,Astellas Pharma Inc,2007-07-05,2010-09-20,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01244906,Post-transplant Cyclophosphamide and Sirolimus Following Reduced Intensity Conditioning (RIC) Transplant,PHASE2,,Other,Unknown,Other,COMPLETED,"Northside Hospital, Inc.",2010-12,2014-04,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT02910752,CLAM Chemotherapy With PBSC Support for Relapsed Patients After Allogeneic Stem Cell Transplantation,"PHASE1, PHASE2",CLAM+PBSC,Other,Unknown,Leukemia,SUSPENDED,Shanghai Jiao Tong University School of Medicine,2016-09,2023-09,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT01703949,Brentuximab Vedotin With or Without Nivolumab in Treating Patients With Relapsed or Refractory CD30+ Lymphoma,PHASE2,Brentuximab Vedotin,Bispecific,CD30,Lymphoma,ACTIVE_NOT_RECRUITING,University of Washington,2013-03-20,2025-06-03,Long-term,0.3,2.0,1,0.3000000000000005,3
NCT00036855,Radiolabeled Monoclonal Antibody With or Without Peripheral Stem Cell Transplantation in Treating Children With Recurrent or Refractory Lymphoma,PHASE1,,Other,Unknown,Lymphoma,TERMINATED,National Cancer Institute (NCI),2002-06,2005-03,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03947255,A Study of Retreatment With Brentuximab Vedotin in Subjects With Classic Hodgkin Lymphoma or CD30-expressing Peripheral T Cell Lymphoma,PHASE2,brentuximab vedotin,Bispecific,CD30,Lymphoma,TERMINATED,Seagen Inc.,2019-10-28,2022-11-06,Long-term,0.3,2.0,1,0.3000000000000005,3
NCT05317078,"A Phase 1 Safety, Tolerability, and Pharmacokinetics Study of AMG 794 With Claudin 6-positive Non-small Cell Lung Cancer, Epithelial Ovarian Cancer, and Other Malignant Solid Tumor Indications",PHASE1,AMG 794,Other,Unknown,Solid Tumor,TERMINATED,Amgen,2023-02-28,2023-12-19,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00478985,Evaluation of the Persistence of the Complete Molecular Remission After Stopping Imatinib Chronic Myeloid Leukemia,NA,,Other,Unknown,Leukemia,COMPLETED,"University Hospital, Bordeaux",2007-06,2011-12,Long-term,0.05,,3,0.07471722255609645,1
NCT03190915,Trametinib in Treating Patients With Relapsed or Refractory Juvenile Myelomonocytic Leukemia,PHASE2,Trametinib,Other,Unknown,Leukemia,ACTIVE_NOT_RECRUITING,National Cancer Institute (NCI),2018-09-09,2023-03-31,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT02752035,"A Study of ASP2215 (Gilteritinib) by Itself, ASP2215 Combined With Azacitidine or Azacitidine by Itself to Treat Adult Patients Who Have Recently Been Diagnosed With Acute Myeloid Leukemia With a FLT3 Gene Mutation and Who Cannot Receive Standard Chemotherapy",PHASE3,"gilteritinib, azacitidine",Other,Unknown,Leukemia,COMPLETED,"Astellas Pharma Global Development, Inc.",2016-08-01,2023-03-10,Long-term,0.6,3.0,3,0.600000000000001,5
NCT04442425,"Machine Learning to Analyze Facial Imaging, Voice and Spoken Language for the Capture and Classification of Cancer/Tumor Pain",,,Other,Unknown,Solid Tumor,COMPLETED,National Cancer Institute (NCI),2020-10-27,2024-03-27,Long-term,0.1,,3,0.07471722255609645,1
NCT00075725,Dexamethasone Compared With Prednisone During Induction Therapy and Methotrexate With or Without Leucovorin During Maintenance Therapy in Treating Patients With Newly Diagnosed High-Risk Acute Lymphoblastic Leukemia,PHASE3,"Cyclophosphamide, Cytarabine, Daunorubicin Hydrochloride, Dexamethasone, Doxorubicin Hydrochloride, Leucovorin Calcium, Mercaptopurine, Methotrexate, Pegaspargase, Prednisone, Thioguanine, Vincristine Sulfate",Other,Unknown,Leukemia,COMPLETED,Children's Oncology Group,2003-12-29,2010-12-31,Long-term,0.6,3.0,3,0.600000000000001,5
NCT02662621,Pilot Study With the Aim to Quantify a Stress Protein in the Blood and in the Urine for the Monitoring and Early Diagnosis of Malignant Solid Tumors,NA,,Other,Unknown,Solid Tumor,COMPLETED,Centre Georges Francois Leclerc,2015-12-15,2015-12-15,Long-term,0.05,,3,0.07471722255609645,1
NCT03430752,Comparing the Impact of Cancer on Quality of Life Between Survivors of Childhood Solid Tumors and Leukemia,,,Other,Unknown,Leukemia,COMPLETED,The University of Hong Kong,2017-09-05,2018-08-31,Long-term,0.1,,3,0.07471722255609645,1
NCT00057447,Safety of Interferon Gamma-1b With Rituximab in Non-Hodgkin's Lymphoma Patients,"PHASE1, PHASE2","Interferon Gamma-1b, Rituximab",Other,Unknown,Lymphoma,TERMINATED,InterMune,2003-03,,Unknown,0.3,1.0,3,0.15123598159865156,3
NCT04679038,A Trial of SHR-1701 in Combination With Famitinib in Patients With Advanced Solid Tumors,"PHASE1, PHASE2",Famitinib,Other,Unknown,Solid Tumor,UNKNOWN,"Jiangsu HengRui Medicine Co., Ltd.",2021-03-17,2022-12-01,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT01991938,Phase I Dose Escalation Study of VS-5584 in Subjects With Advanced Non-Hematologic Malignancies or Lymphoma,PHASE1,VS-5584,Other,Unknown,Lymphoma,TERMINATED,"Verastem, Inc.",2013-11,2016-12,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01685008,Study of Fc-Optimized Anti-CD19 Antibody (MOR00208) to Treat Non-Hodgkin's Lymphoma (NHL),PHASE2,MOR00208 (formerly Xmab 5574),Other,CD19,Lymphoma,COMPLETED,MorphoSys AG,2013-04-23,2022-04-06,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00106925,Long-term Evaluation and Follow-up Care of Patients Treated With Stem Cell Transplants,,,CAR-T,Unknown,Leukemia,RECRUITING,"National Heart, Lung, and Blood Institute (NHLBI)",2005-04-22,,Unknown,0.1,,2,0.07698823195888042,1
NCT00042809,"Erlotinib, Trastuzumab, and Paclitaxel in Treating Patients With Advanced Solid Tumors",PHASE1,"paclitaxel, erlotinib hydrochloride",Other,Unknown,Solid Tumor,COMPLETED,National Cancer Institute (NCI),2002-05,2007-12,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00722293,"A Phase I, Open-label, Study of Pazopanib in Combination With Epirubicin or Doxorubicin for Advanced Solid Tumors",PHASE1,"Doxorubicin, Pazopanib (GW786034), Epirubicin",Other,Unknown,Solid Tumor,COMPLETED,GlaxoSmithKline,2008-07-08,2012-06-11,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT02457793,"A Study of the Safety, Tolerability, and Effects of Cobimetinib and GDC-0994 in Patients With Locally Advanced or Metastatic Solid Tumors",PHASE1,"Cobimetinib, GDC-0994",Other,Unknown,Solid Tumor,COMPLETED,"Genentech, Inc.",2015-06-16,2016-12-05,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT05547906,Evaluation of the Safety and Efficacy of ASCA101 in Patients With Advanced Solid Tumors,PHASE1,ASCA101,Other,Unknown,Solid Tumor,COMPLETED,MetaFines,2021-11-08,2024-02-29,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT04546906,Safety and Efficacy Study of CD22 CAR-T Cells for Relapsed or Refractory Acute Lymphoblastic Leukemia,NA,,CAR-T,CD22,Leukemia,UNKNOWN,"Hebei Senlang Biotechnology Inc., Ltd.",2020-09-01,2022-09-01,Long-term,0.05,,2,0.07698823195888042,1
NCT00739206,Study of SAR97276A in the Treatment of Uncomplicated and Severe Malaria in Adults and Children.,PHASE2,SAR97276A,Other,Unknown,Other,TERMINATED,Sanofi,2008-08,2009-06,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT02990104,"First Report, Five Years Experience of the Acute Leukemia Work Group",,,Other,Unknown,Leukemia,UNKNOWN,Mexican Agrupation for Hematology Study,2016-11,2017-01,Long-term,0.1,,3,0.07471722255609645,1
NCT05752552,Study to Determine the Safety and Pharmacokinetics of DO-2 in Patients With Advanced or Refractory Solid Tumours,PHASE1,DO-2,CAR-T,Unknown,Solid Tumor,ACTIVE_NOT_RECRUITING,DeuterOncology,2022-12-20,2025-12,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT04691349,CAR-T for r/r Malignant Tumors in Children,EARLY_PHASE1,CAR-T,CAR-T,Unknown,Solid Tumor,UNKNOWN,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",2020-09-27,2021-01-26,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT06378138,ICP-248 in Combination With Orelabrutinib in Treatment-naïve Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (APEX-03),"PHASE2, PHASE3","ICP-248, Orelabrutinib",Other,Unknown,Lymphoma,RECRUITING,"Beijing InnoCare Pharma Tech Co., Ltd.",2024-05-15,2030-11-25,Long-term,0.6,2.0,3,0.3133375460709372,5
NCT02718755,"Phase II Study of Fludarabine, Cytarabine (ARA-C) and Erwinase IV in Patients With Relapsed or Refractory Hematologic Malignancies",PHASE2,"Fludarabine, Cytarabine, Erwinase",Other,Unknown,Other,WITHDRAWN,M.D. Anderson Cancer Center,2018-05,2021-05,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT01760226,"Dose Adjusted EPOCH-R, to Treat Mature B Cell Malignancies",EARLY_PHASE1,"DA-EPOCH-R for DLBCL, PTLD, AND PMBCL, Methotrexate, Etoposide, Doxorubicin, Vincristine, Rituximab, Cyclophosphamide, Prednisone, G-CSF",Other,Unknown,Lymphoma,COMPLETED,Baylor College of Medicine,2013-01,2016-08-26,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT04601285,A Phase I Study of JS108 in Patients With Advanced Solid Tumors,PHASE1,JS108 (recombinant humanized anti-Trop2 mAb-Tub196 conjugate for injection),Other,TROP2,Solid Tumor,TERMINATED,"Shanghai Junshi Bioscience Co., Ltd.",2020-10-28,2023-06-14,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01897415,Autologous Redirected RNA Meso CAR T Cells for Pancreatic Cancer,PHASE1,,CAR-T,Unknown,Solid Tumor,COMPLETED,University of Pennsylvania,2013-07,2015-12,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT07266025,"Adebrelimab Combined With Induction Chemotherapy or SHR-8068 for Mismatch Repair-Deficient/Microsatellite Instability-High (dMMR/MSI-H) Locally Advanced Gastric/Gastroesophageal Junction Adenocarcinoma：A Randomized, Non-comparative Phase 2 Study",PHASE2,"Adebrelimab, XELOX, SHR-8068",CAR-T,Unknown,Solid Tumor,NOT_YET_RECRUITING,Shanghai Zhongshan Hospital,2026-01-30,2030-06-30,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT00538109,"An Open-Label, Multicenter, Expanded Access Study of Oral AMN 107 in Adult Patients With Imatinib (Glivec®/Gleevec®_ - Resistant or Intolerant Chronic Myeloid Leukemia in Blast Crisis, Accelerated Phase or Chronic Phase",NA,Glivec®/Gleevec®,Other,Unknown,Leukemia,COMPLETED,King Faisal Specialist Hospital & Research Center,2007-10,2013-10,Long-term,0.05,,3,0.07471722255609645,1
NCT02250287,New Quantitive MRI Parameters in Assessing Kidneys of Autosomal Dominant Polycystic Kidney Disease,,,Other,Unknown,Other,COMPLETED,Mayo Clinic,2014-12,2016-03,Long-term,0.1,,3,0.07471722255609645,1
NCT02458014,Blinatumomab in Treating Patients With B-cell Acute Lymphoblastic Leukemia With Minimal Residual Disease,PHASE2,,Other,Unknown,Leukemia,COMPLETED,M.D. Anderson Cancer Center,2015-09-14,2025-09-16,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT02869516,Institut Paoli Calmettes Acute Leukemia Database,,,Other,Unknown,Leukemia,RECRUITING,Institut Paoli-Calmettes,1995-01,2030-01,Long-term,0.1,,3,0.07471722255609645,1
NCT05720052,A Study of MS-553 in Patients With Relapsed or Refractory B-cell Lymphoma,"PHASE1, PHASE2",MS-553,Other,Unknown,Lymphoma,TERMINATED,"MingSight Pharmaceuticals, Inc",2023-02-06,2023-11-28,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT06469008,A Study of BL-B16D1 in Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma and Other Solid Tumors,PHASE1,BL-B16D1,CAR-T,Unknown,Solid Tumor,RECRUITING,"Sichuan Baili Pharmaceutical Co., Ltd.",2024-06-27,2026-07,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT05951608,A Phase Ib/II Clinical Study of AK127 in Combination With AK112 in Patients With Advanced Solid Tumors,"PHASE1, PHASE2",AK127 in combination with AK112,Other,Unknown,Solid Tumor,NOT_YET_RECRUITING,Akeso,2023-07,2025-07,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT05571540,Anti-CD19 Universal CAR-T Cells for r/r CD19+ B-ALL,"PHASE1, PHASE2",,CAR-T,CD19,Leukemia,WITHDRAWN,Kunming Hope of Health Hospital,2022-10-01,2024-01-31,Long-term,0.3,1.0,2,0.1626669915300076,3
NCT05477589,"Studying Conditioning Regimen In Pediatric Transplantation - AML , SCRIPT-AML",PHASE3,"busulfan, cyclophosphamide and melphalan, BuCyMel, clofarabine, fludarabine and busulfan, CloFluBu",Other,Unknown,Leukemia,RECRUITING,Vastra Gotaland Region,2022-06-07,2029-12-31,Long-term,0.6,3.0,3,0.600000000000001,5
